date,sta,flight_no,origin,origin_code,airline_name,aircraft_type,tail_reg,icao_cat,cbp_flag,actual_landing,gate
01-Apr-26,15:25,AF1816,Paris (CDG),CDG,Air France,BCS3,F-HZUJ,C,FALSE,,
01-Apr-26,15:25,FR7236,Malta (MLA),MLA,Ryanair,B738,EI-EBY,C,FALSE,,
01-Apr-26,15:25,QR17,Doha (DOH),DOH,Qatar Airways,B789,A7-BHK,E,FALSE,,
01-Apr-26,15:30,EI209,Manchester (MAN),MAN,Aer Lingus,A320,EI-DEK,C,FALSE,,
01-Apr-26,15:30,FR153,Leeds (LBA),LBA,Ryanair,B738,9H-QAD,C,FALSE,,
01-Apr-26,15:32,N/A,Split (SPU),SPU,Croatia Airlines,BCS3,9A-CAM,C,FALSE,,
01-Apr-26,15:35,FR3007,Amsterdam (AMS),AMS,Ryanair,B738,SP-RNP,C,FALSE,,
01-Apr-26,15:45,EI165,London (LHR),LHR,Aer Lingus,A20N,EI-NSB,C,FALSE,,
01-Apr-26,15:55,FR1115,Reus (REU),REU,Ryanair,B738,SP-RND,C,FALSE,,
01-Apr-26,16:00,FR1557,Manchester (MAN),MAN,Ryanair,B738,9H-QBZ,C,FALSE,,
01-Apr-26,16:00,TK1977,Istanbul (IST),IST,Turkish Airlines,B39M,TC-LYA,C,FALSE,,
01-Apr-26,16:05,BA4466,London (LCY),LCY,British Airways,E190,G-LCYN,C,FALSE,,
01-Apr-26,16:05,FR665,Birmingham (BHX),BHX,Ryanair,B38M,EI-ILC,C,FALSE,,
01-Apr-26,16:05,FR5911,Lanzarote (ACE),ACE,Ryanair,B38M,9H-VUQ,C,FALSE,,
01-Apr-26,16:10,FR95,Gran Canaria (LPA),LPA,Ryanair,B38M,9H-VUZ,C,FALSE,,
01-Apr-26,16:15,FR1739,Valencia (VLC),VLC,Ryanair,B38M,EI-HET,C,FALSE,,
01-Apr-26,16:20,EI777,Lanzarote (ACE),ACE,Aer Lingus,A320,EI-DES,C,FALSE,,
01-Apr-26,16:35,EI161,London (LHR),LHR,Aer Lingus,A20N,EI-NSA,C,FALSE,,
01-Apr-26,16:35,N/A,Shannon (SNN),SNN,Aer Lingus,A320,EI-GAM,C,FALSE,,
01-Apr-26,16:40,FR5150,Glasgow (GLA),GLA,Ryanair,B738,9H-QCT,C,FALSE,,
01-Apr-26,16:40,KL1141,Amsterdam (AMS),AMS,KLM,E190,PH-EZN,C,FALSE,,
01-Apr-26,16:45,EA3257,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-GPO,B,FALSE,,
01-Apr-26,16:45,FX5201,Liege (LGG),LGG,FedEx,B763,N107FE,D,FALSE,,
01-Apr-26,16:50,LH980,Frankfurt (FRA),FRA,Lufthansa,A321,D-AIRX,C,FALSE,,
01-Apr-26,16:55,VL2518,Munich (MUC),MUC,Lufthansa City,A20N,D-AIJH,C,FALSE,,
01-Apr-26,17:00,BA832,London (LHR),LHR,British Airways,A21N,G-TNEJ,C,FALSE,,
01-Apr-26,17:00,FR119,London (LGW),LGW,Ryanair,B38M,EI-IHC,C,FALSE,,
01-Apr-26,17:05,EI763,Tenerife (TFS),TFS,Aer Lingus,A320,EI-DVI,C,FALSE,,
01-Apr-26,17:05,FR4785,Newquay (NQY),NQY,Ryanair,B738,SP-RNS,C,FALSE,,
01-Apr-26,17:05,FR5071,Copenhagen (CPH),CPH,Ryanair,B38M,EI-IJN,C,FALSE,,
01-Apr-26,17:05,FR6186,Palma de Mallorca (PMI),PMI,Ryanair,B738,9H-QCO,C,FALSE,,
01-Apr-26,17:10,EI545,Nice (NCE),NCE,Aer Lingus,A320,EI-DER,C,FALSE,,
01-Apr-26,17:10,FR813,Edinburgh (EDI),EDI,Ryanair,B38M,EI-HMZ,C,FALSE,,
01-Apr-26,17:15,AY1385,Helsinki (HEL),HEL,Jettime,B738,OY-JZT,C,FALSE,,
01-Apr-26,17:15,EI167,London (LHR),LHR,Aer Lingus,A20N,EI-NSD,C,FALSE,,
01-Apr-26,17:15,EI3225,Glasgow (GLA),GLA,Aer Lingus Regional,AT76,EI-HNA,B,FALSE,,
01-Apr-26,17:15,FR338,London (LTN),LTN,Ryanair,B38M,EI-IFS,C,FALSE,,
01-Apr-26,17:18,N/A,Exeter (EXT),EXT,Aer Lingus Regional,AT76,EI-HPK,B,FALSE,,
01-Apr-26,17:20,EI527,Paris (CDG),CDG,Aer Lingus,A320,EI-FNJ,C,FALSE,,
01-Apr-26,17:20,FR262,Alicante (ALC),ALC,Ryanair,B38M,9H-VUL,C,FALSE,,
01-Apr-26,17:20,EI3331,Exeter (EXT),EXT,Aer Lingus Regional,AT76,EI-HPK,B,FALSE,,
01-Apr-26,17:30,FR1443,Liverpool (LPL),LPL,Ryanair,B738,9H-QBD,C,FALSE,,
01-Apr-26,17:35,FR7045,Malaga (AGP),AGP,Ryanair,B738,EI-GXG,C,FALSE,,
01-Apr-26,17:40,EI609,Amsterdam (AMS),AMS,Aer Lingus,A320,EI-DEP,C,FALSE,,
01-Apr-26,17:45,EI405,Rome (FCO),FCO,Aer Lingus,A320,EI-DEH,C,FALSE,,
01-Apr-26,17:45,FR651,Lisbon (LIS),LIS,Ryanair,B738,SP-RKH,C,FALSE,,
01-Apr-26,17:45,FR9474,Nantes (NTE),NTE,Ryanair,B38M,EI-IHY,C,FALSE,,
01-Apr-26,17:50,EI3273,Birmingham (BHX),BHX,Aer Lingus Regional,AT76,EI-FAT,B,FALSE,,
01-Apr-26,17:50,FR289,London (STN),STN,Ryanair,B738,EI-EVT,C,FALSE,,
01-Apr-26,17:50,FR4037,Milan (BGY),BGY,Ryanair,B38M,EI-ILO,C,FALSE,,
01-Apr-26,17:50,LX404,Zurich (ZRH),ZRH,Swiss,BCS1,HB-JBI,C,FALSE,,
01-Apr-26,17:54,5X207,Louisville (SDF),SDF,UPS,B763,N346UP,D,FALSE,,
01-Apr-26,17:55,FR312,Stockholm (ARN),ARN,Ryanair,B38M,EI-IKC,C,FALSE,,
01-Apr-26,17:55,FR2191,Zagreb (ZAG),ZAG,Lauda Europe,A320,9H-LOI,C,FALSE,,
01-Apr-26,17:58,N/A,Birmingham (BHX),BHX,Aer Lingus Regional,AT76,EI-FAT,B,FALSE,,
01-Apr-26,18:00,EI743,Santiago de Compostela (SCQ),SCQ,Aer Lingus,A320,EI-DEL,C,FALSE,,
01-Apr-26,18:00,FR97,Prague (PRG),PRG,Ryanair,B38M,EI-IFW,C,FALSE,,
01-Apr-26,18:05,EI553,Lyon (LYS),LYS,Aer Lingus,A320,EI-DEM,C,FALSE,,
01-Apr-26,18:05,FR7366,Vienna (VIE),VIE,Ryanair,B738,SP-RKV,C,FALSE,,
01-Apr-26,18:05,N/A,Isle of Man (IOM),IOM,Aer Lingus Regional,AT76,EI-HPJ,B,FALSE,,
01-Apr-26,18:10,EI3217,Isle of Man (IOM),IOM,Aer Lingus,AT7,,B,FALSE,,
01-Apr-26,18:20,EI169,London (LHR),LHR,Aer Lingus,A20N,EI-NSH,C,FALSE,,
01-Apr-26,18:20,FR5433,Ibiza (IBZ),IBZ,Ryanair,B738,SP-RKD,C,FALSE,,
01-Apr-26,18:20,SK2537,Copenhagen (CPH),CPH,SAS,A20N,EI-SIB,C,FALSE,,
01-Apr-26,18:25,AF1116,Paris (CDG),CDG,Air France,BCS3,F-HZUU,C,FALSE,,
01-Apr-26,18:35,EA3931,Newquay (NQY),NQY,Aer Lingus Regional,AT76,EI-HDK,B,FALSE,,
01-Apr-26,18:40,BA4472,London (LCY),LCY,British Airways,E190,G-LCYS,C,FALSE,,
01-Apr-26,18:40,FR5307,Kerry (KIR),KIR,Ryanair,B738,SP-RNP,C,FALSE,,
01-Apr-26,18:40,FR7035,Faro (FAO),FAO,Ryanair,B738,EI-GXK,C,FALSE,,
01-Apr-26,18:45,EA3243,Aberdeen (ABZ),ABZ,Aer Lingus Regional,AT76,EI-GPN,B,FALSE,,
01-Apr-26,18:45,FR1453,Brussels (BRU),BRU,Ryanair,B738,SP-RKM,C,FALSE,,
01-Apr-26,18:50,BA810,London (LHR),LHR,British Airways,A320,G-EUUJ,C,FALSE,,
01-Apr-26,18:55,N/A,Shannon (SNN),SNN,Aer Lingus,A320,EI-GAM,C,FALSE,,
01-Apr-26,19:00,FR121,London (LGW),LGW,Ryanair,B738,9H-QCF,C,FALSE,,
01-Apr-26,19:05,FR667,Birmingham (BHX),BHX,Ryanair,B38M,EI-ILJ,C,FALSE,,
01-Apr-26,19:05,FR7407,Palma de Mallorca (PMI),PMI,Lauda Europe,A320,9H-LMB,C,FALSE,,
01-Apr-26,19:05,SK2565,Stockholm (ARN),ARN,SAS,A20N,EI-SIU,C,FALSE,,
01-Apr-26,19:10,FR1959,Nice (NCE),NCE,Ryanair,B738,SP-RSQ,C,FALSE,,
01-Apr-26,19:10,FR3101,Amsterdam (AMS),AMS,Ryanair,B738,9H-QAL,C,FALSE,,
01-Apr-26,19:15,EI749,Bilbao (BIO),BIO,Aer Lingus,A320,EI-EDS,C,FALSE,,
01-Apr-26,19:15,FR6874,Barcelona (BCN),BCN,Ryanair,B38M,EI-IJD,C,FALSE,,
01-Apr-26,19:20,FR205,London (STN),STN,Ryanair,B738,EI-DLV,C,FALSE,,
01-Apr-26,19:20,FR1924,Warsaw (WMI),WMI,Ryanair,B738,SP-RSG,C,FALSE,,
01-Apr-26,19:30,BA834,London (LHR),LHR,British Airways,A20N,G-TTSA,C,FALSE,,
01-Apr-26,19:30,BA4468,London (LCY),LCY,British Airways,E190,G-LCYP,C,FALSE,,
01-Apr-26,19:35,EI173,London (LHR),LHR,Aer Lingus,A20N,EI-NSE,C,FALSE,,
01-Apr-26,19:35,FR1861,Paris (BVA),BVA,Ryanair,B38M,EI-IJZ,C,FALSE,,
01-Apr-26,19:35,FR4284,Marseille (MRS),MRS,Ryanair,B738,EI-DCJ,C,FALSE,,
01-Apr-26,20:10,EI585,Malaga (AGP),AGP,Aer Lingus (Retro livery),A320,EI-DVM,C,FALSE,,
01-Apr-26,20:10,FR7055,Malaga (AGP),AGP,Ryanair,B738,EI-DPP,C,FALSE,,
01-Apr-26,20:10,FR8112,Faro (FAO),FAO,Ryanair,B738,9H-QBP,C,FALSE,,
01-Apr-26,20:20,DN507,Bucharest (OTP),OTP,Dan Air,A320,YR-JUL,C,FALSE,,
01-Apr-26,20:20,FR5347,Katowice (KTW),KTW,Ryanair,B738,SP-RNG,C,FALSE,,
01-Apr-26,20:20,FR7079,Porto (OPO),OPO,Ryanair,B38M,EI-IFZ,C,FALSE,,
01-Apr-26,20:25,FR341,London (LTN),LTN,Ryanair,B738,9H-QFE,C,FALSE,,
01-Apr-26,20:30,FR7063,Alicante (ALC),ALC,Ryanair,B38M,EI-IHA,C,FALSE,,
01-Apr-26,20:35,FR456,Leeds (LBA),LBA,Ryanair,B38M,9H-VVL,C,FALSE,,
01-Apr-26,20:35,FR5325,Kosice (KSC),KSC,Ryanair,B38M,EI-IHM,C,FALSE,,
01-Apr-26,20:38,5X249,Shannon (SNN),SNN,UPS,B763,N391UP,D,FALSE,,
01-Apr-26,20:40,FR1975,Poznan (POZ),POZ,Ryanair,B738,SP-RSU,C,FALSE,,
01-Apr-26,20:45,FR3382,Manchester (MAN),MAN,Ryanair,B738,SP-RND,C,FALSE,,
01-Apr-26,20:55,EI177,London (LHR),LHR,Aer Lingus,A20N,EI-NSA,C,FALSE,,
01-Apr-26,20:55,EI3229,Glasgow (GLA),GLA,Aer Lingus Regional,AT76,EI-HPK,B,FALSE,,
01-Apr-26,20:55,VY8722,Barcelona (BCN),BCN,Vueling,A20N,EC-NIY,C,FALSE,,
01-Apr-26,21:10,EA3343,Jersey (JER),JER,Aer Lingus Regional,AT76,EI-GPO,B,FALSE,,
01-Apr-26,21:10,FR815,Edinburgh (EDI),EDI,Ryanair,B738,SP-RKV,C,FALSE,,
01-Apr-26,21:17,5O4394,Shannon (SNN),SNN,ASL Airlines,B738,F-HIQB,C,FALSE,,
01-Apr-26,21:20,FR291,London (STN),STN,Ryanair,B738,EI-EVT,C,FALSE,,
01-Apr-26,21:20,FR494,Madrid (MAD),MAD,Ryanair,B38M,EI-HGY,C,FALSE,,
01-Apr-26,21:21,N/A,Donegal (CFN),CFN,Aer Lingus Regional,AT76,EI-HPJ,B,FALSE,,
01-Apr-26,21:25,FR449,Liverpool (LPL),LPL,Ryanair,B38M,EI-IFT,C,FALSE,,
01-Apr-26,21:25,FR509,Bristol (BRS),BRS,Ryanair,B38M,EI-IKR,C,FALSE,,
01-Apr-26,21:30,EI277,Birmingham (BHX),BHX,Aer Lingus,A320,EI-DEL,C,FALSE,,
01-Apr-26,21:30,EI3409,Donegal (CFN),CFN,Aer Lingus,AT7,,B,FALSE,,
01-Apr-26,21:30,FR559,Manchester (MAN),MAN,Ryanair,B738,9H-QAR,C,FALSE,,
01-Apr-26,21:35,EI3309,Southampton (SOU),SOU,Aer Lingus,AT7,,B,FALSE,,
01-Apr-26,21:35,N/A,Southampton (SOU),SOU,Aer Lingus Regional,AT76,EI-HNA,B,FALSE,,
01-Apr-26,21:40,N/A,Bristol (BRS),BRS,Aer Lingus Regional,AT76,EI-GZV,B,FALSE,,
01-Apr-26,21:45,EI657,Frankfurt (FRA),FRA,Aer Lingus,A320,EI-DEK,C,FALSE,,
01-Apr-26,21:45,EI3259,Edinburgh (EDI),EDI,Aer Lingus,AT7,,B,FALSE,,
01-Apr-26,21:45,EI3289,Bristol (BRS),BRS,Aer Lingus,AT7,,B,FALSE,,
01-Apr-26,21:49,N/A,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-FAT,B,FALSE,,
01-Apr-26,21:50,BA4470,London (LCY),LCY,British Airways,E190,G-LCAH,C,FALSE,,
01-Apr-26,21:50,FR17,Newcastle (NCL),NCL,Ryanair,B738,SP-RKM,C,FALSE,,
01-Apr-26,22:00,EI699,Dusseldorf (DUS),DUS,Aer Lingus,A320,EI-DEJ,C,FALSE,,
01-Apr-26,22:00,FR3103,Amsterdam (AMS),AMS,Ryanair,B738,SP-RKH,C,FALSE,,
01-Apr-26,22:00,FR3670,Berlin (BER),BER,Ryanair,B38M,9H-VUZ,C,FALSE,,
01-Apr-26,22:05,EI357,Munich (MUC),MUC,Aer Lingus,A20N,EI-NSB,C,FALSE,,
01-Apr-26,22:05,EI639,Brussels (BRU),BRU,Aer Lingus,A320,EI-FNJ,C,FALSE,,
01-Apr-26,22:05,EI757,Seville (SVQ),SVQ,Aer Lingus,A320,EI-DVH,C,FALSE,,
01-Apr-26,22:05,EI3329,Manchester (MAN),MAN,Aer Lingus,AT7,,B,FALSE,,
01-Apr-26,22:05,N/A,Manchester (MAN),MAN,Aer Lingus Regional,AT76,EI-HDK,B,FALSE,,
01-Apr-26,22:10,EI349,Zurich (ZRH),ZRH,Aer Lingus,A320,EI-DVE,C,FALSE,,
01-Apr-26,22:10,FR9612,Rome (FCO),FCO,Ryanair,B738,EI-DPN,C,FALSE,,
01-Apr-26,22:15,FR123,London (LGW),LGW,Ryanair,B738,SP-RKD,C,FALSE,,
01-Apr-26,22:15,LH982,Frankfurt (FRA),FRA,Lufthansa,A321,D-AIRL,C,FALSE,,
01-Apr-26,22:20,EI611,Amsterdam (AMS),AMS,Aer Lingus,A20N,EI-NSD,C,FALSE,,
01-Apr-26,22:25,KL1145,Amsterdam (AMS),AMS,KLM,B738,PH-BXA,C,FALSE,,
01-Apr-26,22:30,EI183,London (LHR),LHR,Aer Lingus,A20N,EI-NSH,C,FALSE,,
01-Apr-26,22:30,EI3275,Birmingham (BHX),BHX,Aer Lingus,AT7,,B,FALSE,,
01-Apr-26,22:33,N/A,Birmingham (BHX),BHX,Aer Lingus Regional,AT76,EI-GPN,B,FALSE,,
01-Apr-26,22:35,FR669,Birmingham (BHX),BHX,Ryanair,B738,EI-DPP,C,FALSE,,
01-Apr-26,22:40,AF1016,Paris (CDG),CDG,Air France,BCS3,F-HZUK,C,FALSE,,
01-Apr-26,22:40,EI529,Paris (CDG),CDG,Aer Lingus,A320,EI-DEP,C,FALSE,,
01-Apr-26,22:50,FR8131,Malaga (AGP),AGP,Ryanair,B38M,EI-ILC,C,FALSE,,
01-Apr-26,23:05,EI497,Faro (FAO),FAO,Aer Lingus,A320,EI-DVN,C,FALSE,,
01-Apr-26,23:05,TK1173,Istanbul (IST),IST,Turkish Airlines,B39M,TC-LYC,C,FALSE,,
01-Apr-26,23:06,REV999,Nottingham (EMA),EMA,RVL Aviation,BE20,G-REXB,C,FALSE,,
01-Apr-26,23:10,EI337,Berlin (BER),BER,Aer Lingus,A320,EI-DER,C,FALSE,,
01-Apr-26,23:10,EI587,Malaga (AGP),AGP,Aer Lingus,A320,EI-DVK,C,FALSE,,
01-Apr-26,23:10,H4243,Iasi (IAS),IAS,HiSky,A320,YR-SKY,C,FALSE,,
01-Apr-26,23:20,FR210,London (STN),STN,Ryanair,B738,EI-DLV,C,FALSE,,
01-Apr-26,23:20,FR2024,Krakow (KRK),KRK,Ryanair,B38M,EI-IHC,C,FALSE,,
01-Apr-26,23:25,FR127,London (LGW),LGW,Ryanair,B738,SP-RSQ,C,FALSE,,
01-Apr-26,23:25,FR561,Manchester (MAN),MAN,Ryanair,B38M,EI-HGP,C,FALSE,,
01-Apr-26,23:25,FR8116,Nottingham (EMA),EMA,Ryanair,B738,EI-EBK,C,FALSE,,
01-Apr-26,23:35,FR5562,Glasgow (GLA),GLA,Ryanair,B738,SP-RND,C,FALSE,,
01-Apr-26,23:35,FR8108,Reus (REU),REU,Ryanair,B738,9H-QCO,C,FALSE,,
01-Apr-26,23:40,FR830,Venice (VCE),VCE,Ryanair,B38M,EI-IFS,C,FALSE,,
01-Apr-26,23:50,EI437,Milan (MXP),MXP,Aer Lingus,A320,EI-DES,C,FALSE,,
01-Apr-26,23:55,FR6908,Bydgoszcz (BZG),BZG,Ryanair,B38M,EI-IHY,C,FALSE,,
01-Apr-26,23:55,FR7137,Lisbon (LIS),LIS,Ryanair,B738,SP-RNS,C,FALSE,,
01-Apr-26,23:55,TP1326,Lisbon (LIS),LIS,TAP Express,E195,CS-TAX,C,FALSE,,
01-Apr-26,23:59,FR6131,Naples (NAP),NAP,Ryanair,B38M,9H-VUQ,C,FALSE,,
02-Apr-26,00:01,N/A,Teterboro (TEB),TEB,NetJets,GLEX,CS-GLD,C,FALSE,,
02-Apr-26,00:05,FR256,London (STN),STN,Ryanair,B38M,EI-IHM,C,FALSE,,
02-Apr-26,00:05,FR1026,Budapest (BUD),BUD,Ryanair,B38M,EI-HMZ,C,FALSE,,
02-Apr-26,00:20,EI779,Lanzarote (ACE),ACE,Aer Lingus,A320,EI-EDP,C,FALSE,,
02-Apr-26,00:20,FR6900,Palermo (PMO),PMO,Ryanair,B38M,EI-HET,C,FALSE,,
02-Apr-26,00:35,FR635,Cardiff (CWL),CWL,Ryanair,7M8,,C,FALSE,,
02-Apr-26,00:35,FR5243,Bodrum (BJV),BJV,Ryanair,B738,EI-EVJ,C,FALSE,,
02-Apr-26,00:45,EI765,Tenerife (TFS),TFS,Aer Lingus,A320,EI-GAL,C,FALSE,,
02-Apr-26,00:45,FR3096,Szczecin (SZZ),SZZ,Ryanair,B738,9H-QAL,C,FALSE,,
02-Apr-26,00:45,FR3781,Mahon (MAH),MAH,Ryanair,B738,9H-QBD,C,FALSE,,
02-Apr-26,00:50,FR883,Fuerteventura (FUE),FUE,Ryanair,B738,9H-QAD,C,FALSE,,
02-Apr-26,00:50,LH8321,Birmingham (BHX),BHX,Lufthansa Cargo,A321,D-AEUA,C,FALSE,,
02-Apr-26,00:52,OJ300,Karlsruhe / Baden-Baden (FKB),FKB,NyxAir,AT75,ES-NTC,B,FALSE,,
02-Apr-26,00:55,EI565,Barcelona (BCN),BCN,Aer Lingus,A320,EI-DEH,C,FALSE,,
02-Apr-26,00:55,FR1391,Thessaloniki (SKG),SKG,Ryanair,B38M,EI-HMW,C,FALSE,,
02-Apr-26,00:55,FR6920,Barcelona (BCN),BCN,Ryanair,B738,SP-RNP,C,FALSE,,
02-Apr-26,00:59,EI487,Lisbon (LIS),LIS,Aer Lingus,A320,EI-DVI,C,FALSE,,
02-Apr-26,01:01,FR1381,Split (SPU),SPU,Ryanair,B38M,EI-IFW,C,FALSE,,
02-Apr-26,01:01,FR4223,Bratislava (BTS),BTS,Ryanair,B38M,EI-IJD,C,FALSE,,
02-Apr-26,01:01,FR7125,Lanzarote (ACE),ACE,Ryanair,B38M,EI-HEN,C,FALSE,,
02-Apr-26,01:05,FR7001,Girona (GRO),GRO,Ryanair,B38M,EI-HGP,C,FALSE,,
02-Apr-26,01:10,FR9429,Milan (BGY),BGY,Ryanair,B738,9H-QCF,C,FALSE,,
02-Apr-26,01:15,FR7120,Tenerife (TFS),TFS,Ryanair,B38M,9H-VVJ,C,FALSE,,
02-Apr-26,01:49,XM358,Birmingham (BHX),BHX,Zimex Aviation,AT72,HB-AFJ,B,FALSE,,
02-Apr-26,03:32,N/A,Barcelona (BCN),BCN,Ryanair,B738,9H-QDR,C,FALSE,,
02-Apr-26,03:56,N/A,Nottingham (EMA),EMA,DHL,A306,D-AEAL,C,FALSE,,
02-Apr-26,04:30,EI104,New York (JFK),JFK,Aer Lingus,A333,EI-DUZ,E,TRUE,,
02-Apr-26,00:35,FR635,Cardiff (CWL),CWL,Ryanair,7M8,,C,FALSE,,
02-Apr-26,00:35,FR5243,Bodrum (BJV),BJV,Ryanair,B738,EI-EVJ,C,FALSE,,
02-Apr-26,00:45,EI765,Tenerife (TFS),TFS,Aer Lingus,A320,EI-GAL,C,FALSE,,
02-Apr-26,00:45,FR3096,Szczecin (SZZ),SZZ,Ryanair,B738,9H-QAL,C,FALSE,,
02-Apr-26,00:45,FR3781,Mahon (MAH),MAH,Ryanair,B738,9H-QBD,C,FALSE,,
02-Apr-26,00:50,FR883,Fuerteventura (FUE),FUE,Ryanair,B738,9H-QAD,C,FALSE,,
02-Apr-26,00:50,LH8321,Birmingham (BHX),BHX,Lufthansa Cargo,A321,D-AEUA,C,FALSE,,
02-Apr-26,00:52,OJ300,Karlsruhe / Baden-Baden (FKB),FKB,NyxAir,AT75,ES-NTC,B,FALSE,,
02-Apr-26,00:55,EI565,Barcelona (BCN),BCN,Aer Lingus,A320,EI-DEH,C,FALSE,,
02-Apr-26,00:55,FR1391,Thessaloniki (SKG),SKG,Ryanair,B38M,EI-HMW,C,FALSE,,
02-Apr-26,00:55,FR6920,Barcelona (BCN),BCN,Ryanair,B738,SP-RNP,C,FALSE,,
02-Apr-26,00:59,EI487,Lisbon (LIS),LIS,Aer Lingus,A320,EI-DVI,C,FALSE,,
02-Apr-26,01:01,FR1381,Split (SPU),SPU,Ryanair,B38M,EI-IFW,C,FALSE,,
02-Apr-26,01:01,FR4223,Bratislava (BTS),BTS,Ryanair,B38M,EI-IJD,C,FALSE,,
02-Apr-26,01:01,FR7125,Lanzarote (ACE),ACE,Ryanair,B38M,EI-HEN,C,FALSE,,
02-Apr-26,01:05,FR7001,Girona (GRO),GRO,Ryanair,B38M,EI-HGP,C,FALSE,,
02-Apr-26,01:10,FR9429,Milan (BGY),BGY,Ryanair,B738,9H-QCF,C,FALSE,,
02-Apr-26,01:15,FR7120,Tenerife (TFS),TFS,Ryanair,B38M,9H-VVJ,C,FALSE,,
02-Apr-26,01:49,XM358,Birmingham (BHX),BHX,Zimex Aviation,AT72,HB-AFJ,B,FALSE,,
02-Apr-26,03:32,N/A,Barcelona (BCN),BCN,Ryanair,B738,9H-QDR,C,FALSE,,
02-Apr-26,03:56,N/A,Nottingham (EMA),EMA,DHL,A306,D-AEAL,C,FALSE,,
02-Apr-26,04:30,EI104,New York (JFK),JFK,Aer Lingus,A333,EI-DUZ,E,TRUE,,
02-Apr-26,04:32,QY2886,Brussels (BRU),BRU,DHL,B738,EC-NUG,C,FALSE,,
02-Apr-26,04:35,EI132,Boston (BOS),BOS,Aer Lingus,A21N,EI-LRC,C,TRUE,,
02-Apr-26,04:38,FX5051,Indianapolis (IND),IND,FedEx,B763,N125FE,D,FALSE,,
02-Apr-26,04:45,5O4294,Paris (CDG),CDG,ASL Airlines,B738,F-HIQB,C,FALSE,,
02-Apr-26,04:52,5X248,Cologne (CGN),CGN,UPS,B763,N364UP,D,FALSE,,
02-Apr-26,05:10,EI122,Chicago (ORD),ORD,Aer Lingus,A333,EI-EDY,E,TRUE,,
02-Apr-26,05:10,EI126,Toronto (YYZ),YYZ,Aer Lingus,A333,EI-FNH,E,TRUE,,
02-Apr-26,05:11,QY2882,Leipzig (LEJ),LEJ,Titan Airways,A321,9H-ZTB,C,FALSE,,
02-Apr-26,05:15,EI100,New York (EWR),EWR,Aer Lingus,A21N,EI-LRF,C,TRUE,,
02-Apr-26,05:15,EI116,Washington (IAD),IAD,Aer Lingus,A21N,EI-XLR,C,TRUE,,
02-Apr-26,05:15,EI130,Windsor Locks (BDL),BDL,Aer Lingus,A21N,EI-LRD,C,TRUE,,
02-Apr-26,06:01,FX5202,London (STN),STN,FedEx,B763,N107FE,D,FALSE,,
02-Apr-26,06:30,AA722,Philadelphia (PHL),PHL,American Airlines,B788,N882BL,E,TRUE,,
02-Apr-26,07:00,FR559,Manchester (MAN),MAN,Ryanair,B738,EI-DLX,C,FALSE,,
02-Apr-26,07:00,HU751,Beijing (PEK),PEK,Hainan Airlines,A333,B-1021,E,FALSE,,
02-Apr-26,07:05,FR153,Leeds (LBA),LBA,Ryanair,B738,9H-QAT,C,FALSE,,
02-Apr-26,07:12,N/A,London (STN),STN,Ryanair,B738,9H-QAY,C,FALSE,,
02-Apr-26,07:20,UA310,Washington (IAD),IAD,United Airlines,B752,N14106,D,TRUE,,
02-Apr-26,07:20,FR3670,Berlin (BER),BER,Ryanair,B738,9H-QBF,C,FALSE,,
02-Apr-26,07:30,UA23,New York (EWR),EWR,United Airlines,B772,N78003,E,TRUE,,
02-Apr-26,07:30,FR11,Madrid (MAD),MAD,Ryanair,B738,9H-QBB,C,FALSE,,
02-Apr-26,07:30,FR23,Paris (BVA),BVA,Ryanair,B38M,EI-IGO,C,FALSE,,
02-Apr-26,07:40,FR7662,Poznan (POZ),POZ,Ryanair,B738,SP-RSB,C,FALSE,,
02-Apr-26,07:45,BA824,London (LHR),LHR,British Airways,A20N,G-TTSD,C,FALSE,,
02-Apr-26,07:45,QR19,Doha (DOH),DOH,Qatar Airways,B789,A7-BHO,E,FALSE,,
02-Apr-26,07:50,FR271,London (STN),STN,Ryanair,B38M,EI-IHP,C,FALSE,,
02-Apr-26,07:50,FR5020,Pisa (PSA),PSA,Ryanair,B38M,EI-ILN,C,FALSE,,
02-Apr-26,07:55,DL258,Minneapolis (MSP),MSP,Delta Air Lines,A333,N810NW,E,TRUE,,
02-Apr-26,07:55,LX402,Zurich (ZRH),ZRH,airBaltic,BCS3,YL-BTB,C,FALSE,,
02-Apr-26,08:00,FR1024,Budapest (BUD),BUD,Ryanair,B738,SP-RKN,C,FALSE,,
02-Apr-26,08:00,FR7007,Vienna (VIE),VIE,Lauda Europe,A320,9H-LOU,C,FALSE,,
02-Apr-26,08:05,BA4460,London (LCY),LCY,British Airways,E190,G-LCYL,C,FALSE,,
02-Apr-26,08:05,LH976,Frankfurt (FRA),FRA,Lufthansa,A319,D-AIBC,C,FALSE,,
02-Apr-26,08:10,FR435,Liverpool (LPL),LPL,Ryanair,B738,EI-EVJ,C,FALSE,,
02-Apr-26,08:15,EI88,Minneapolis (MSP),MSP,Aer Lingus,A21N,EI-XLV,C,TRUE,,
02-Apr-26,08:15,AC800,Toronto (YYZ),YYZ,Air Canada,B789,C-FNOE,E,TRUE,,
02-Apr-26,08:15,AF1616,Paris (CDG),CDG,Air France,BCS3,F-HZUV,C,FALSE,,
