date,std,flight_no,destination,destination_code,airline_name,aircraft_type,tail_reg,icao_cat,actual_departure,gate
01-Apr-26,17:45,VL2519,Munich (MUC),MUC,Lufthansa City,A20N,D-AIJH,C,,
01-Apr-26,17:50,BA833,London (LHR),LHR,British Airways,A21N,G-TNEJ,C,,
01-Apr-26,17:50,EI336,Berlin (BER),BER,Aer Lingus,A320,EI-DER,C,,
01-Apr-26,17:50,EI3228,Glasgow (GLA),GLA,Aer Lingus,AT7,,B,,
01-Apr-26,17:50,EA3308,Southampton (SOU),SOU,Aer Lingus Regional,AT76,EI-HNA,B,,
01-Apr-26,17:50,N/A,Glasgow (GLA),GLA,Aer Lingus Regional,AT76,EI-HPK,B,,
01-Apr-26,17:55,FR1442,Liverpool (LPL),LPL,Ryanair,B738,9H-QCT,C,,
01-Apr-26,17:55,FR7138,Lisbon (LIS),LIS,Ryanair,B738,SP-RNS,C,,
01-Apr-26,17:55,FR8107,Reus (REU),REU,Ryanair,B738,9H-QCO,C,,
01-Apr-26,18:00,AY1386,Helsinki (HEL),HEL,Jettime,B738,OY-JZT,C,,
01-Apr-26,18:00,EI436,Milan (MXP),MXP,Aer Lingus,A320,EI-DES,C,,
01-Apr-26,18:00,EI638,Brussels (BRU),BRU,Aer Lingus,A320,EI-FNJ,C,,
01-Apr-26,18:00,FR7044,Malaga (AGP),AGP,Ryanair,B738,EI-GXG,C,,
01-Apr-26,18:05,FR1380,Split (SPU),SPU,Ryanair,B38M,EI-IFW,C,,
01-Apr-26,18:10,FR6907,Bydgoszcz (BZG),BZG,Ryanair,B38M,EI-IHY,C,,
01-Apr-26,18:15,FR290,London (STN),STN,Ryanair,B738,EI-EVT,C,,
01-Apr-26,18:15,FR3102,Amsterdam (AMS),AMS,Ryanair,B738,SP-RKH,C,,
01-Apr-26,18:15,FR4038,Milan (BGY),BGY,Ryanair,B38M,EI-ILO,C,,
01-Apr-26,18:20,EI610,Amsterdam (AMS),AMS,Aer Lingus,A20N,EI-NSD,C,,
01-Apr-26,18:20,FR313,Stockholm (ARN),ARN,Ryanair,B38M,EI-IKC,C,,
01-Apr-26,18:20,FR2192,Zagreb (ZAG),ZAG,Lauda Europe,A320,9H-LOI,C,,
01-Apr-26,18:25,FR3780,Mahon (MAH),MAH,Ryanair,B738,9H-QBD,C,,
01-Apr-26,18:30,EI528,Paris (CDG),CDG,Aer Lingus,A320,EI-DEP,C,,
01-Apr-26,18:30,EI3258,Edinburgh (EDI),EDI,Aer Lingus,AT7,,B,,
01-Apr-26,18:30,FR814,Edinburgh (EDI),EDI,Ryanair,B738,SP-RKV,C,,
01-Apr-26,18:30,N/A,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-FAT,B,,
01-Apr-26,18:35,LX405,Zurich (ZRH),ZRH,Swiss,BCS1,HB-JBI,C,,
01-Apr-26,18:35,FX5201,London (STN),STN,FedEx,B763,N107FE,D,,
01-Apr-26,18:40,EI486,Lisbon (LIS),LIS,Aer Lingus,A320,EI-DVI,C,,
01-Apr-26,18:45,FR122,London (LGW),LGW,Ryanair,B738,SP-RKD,C,,
01-Apr-26,18:50,EI276,Birmingham (BHX),BHX,Aer Lingus,A320,EI-DEL,C,,
01-Apr-26,18:50,EI3408,Donegal (CFN),CFN,Aer Lingus,AT7,,B,,
01-Apr-26,18:50,N/A,Donegal (CFN),CFN,Aer Lingus Regional,AT76,EI-HPJ,B,,
01-Apr-26,18:55,EI564,Barcelona (BCN),BCN,Aer Lingus,A320,EI-DEH,C,,
01-Apr-26,18:55,EY48,Abu Dhabi (AUH),AUH,Etihad Airways,B789,A6-BLZ,E,,
01-Apr-26,18:55,FR4224,Bratislava (BTS),BTS,Ryanair,B38M,EI-IJD,C,,
01-Apr-26,19:00,EI182,London (LHR),LHR,Aer Lingus,A20N,EI-NSH,C,,
01-Apr-26,19:05,FR558,Manchester (MAN),MAN,Ryanair,B738,EI-GXK,C,,
01-Apr-26,19:05,FR6921,Barcelona (BCN),BCN,Ryanair,B738,SP-RNP,C,,
01-Apr-26,19:05,SK2538,Copenhagen (CPH),CPH,SAS,A20N,EI-SIB,C,,
01-Apr-26,19:10,EA3328,Manchester (MAN),MAN,Aer Lingus Regional,AT76,EI-HDK,B,,
01-Apr-26,19:10,FR16,Newcastle (NCL),NCL,Ryanair,B738,SP-RKM,C,,
01-Apr-26,19:15,AF1117,Paris (CDG),CDG,Air France,BCS3,F-HZUU,C,,
01-Apr-26,19:20,BA4473,London (LCY),LCY,British Airways,E190,G-LCYS,C,,
01-Apr-26,19:20,EI3274,Birmingham (BHX),BHX,Aer Lingus,AT7,,B,,
01-Apr-26,19:20,N/A,Birmingham (BHX),BHX,Aer Lingus Regional,AT76,EI-GPN,B,,
01-Apr-26,19:25,FR9428,Milan (BGY),BGY,Ryanair,B738,9H-QCF,C,,
01-Apr-26,19:30,FR7002,Girona (GRO),GRO,Ryanair,B38M,EI-ILJ,C,,
01-Apr-26,19:30,FR7408,Palma de Mallorca (PMI),PMI,Lauda Europe,A320,9H-LMB,C,,
01-Apr-26,19:35,FR3095,Szczecin (SZZ),SZZ,Ryanair,B738,9H-QAL,C,,
01-Apr-26,19:40,FR668,Birmingham (BHX),BHX,Ryanair,B738,EI-DPP,C,,
01-Apr-26,19:45,BA811,London (LHR),LHR,British Airways,A320,G-EUUJ,C,,
01-Apr-26,19:45,EI109,New York (JFK),JFK,Aer Lingus,A21N,EI-LRG,C,,
01-Apr-26,19:45,FR126,London (LGW),LGW,Ryanair,B738,SP-RSQ,C,,
01-Apr-26,19:45,FR1925,Warsaw (WMI),WMI,Ryanair,B738,SP-RSG,C,,
01-Apr-26,19:50,SK2566,Stockholm (ARN),ARN,SAS,A20N,EI-SIU,C,,
01-Apr-26,19:55,5X207,London (STN),STN,UPS,B763,N346UP,D,,
01-Apr-26,20:00,FR211,London (STN),STN,Ryanair,B738,EI-DLV,C,,
01-Apr-26,20:00,FR1860,Paris (BVA),BVA,Ryanair,B38M,EI-IJZ,C,,
01-Apr-26,20:00,FR4285,Marseille (MRS),MRS,Ryanair,B738,EI-DCJ,C,,
01-Apr-26,20:10,BA4471,London (LCY),LCY,British Airways,E190,G-LCYP,C,,
01-Apr-26,20:30,BA835,London (LHR),LHR,British Airways,A20N,G-TTSA,C,,
01-Apr-26,20:35,FR8111,Faro (FAO),FAO,Ryanair,B738,9H-QBP,C,,
01-Apr-26,20:45,FR5346,Katowice (KTW),KTW,Ryanair,B738,SP-RNG,C,,
01-Apr-26,20:45,FR7078,Porto (OPO),OPO,Ryanair,B38M,EI-IFZ,C,,
01-Apr-26,20:50,N/A,Leipzig (LEJ),LEJ,Titan Airways,A321,9H-ZTB,C,,
01-Apr-26,20:55,FR342,London (LTN),LTN,Ryanair,B738,9H-QFE,C,,
01-Apr-26,20:55,FR7062,Alicante (ALC),ALC,Ryanair,B38M,EI-IHA,C,,
01-Apr-26,21:00,FR255,London (STN),STN,Ryanair,B38M,EI-IHM,C,,
01-Apr-26,21:00,FR457,Leeds (LBA),LBA,Ryanair,B38M,9H-VVL,C,,
01-Apr-26,21:00,FR562,Manchester (MAN),MAN,Ryanair,B38M,EI-HGP,C,,
01-Apr-26,21:05,DN408,Bacau (BCM),BCM,Dan Air,A320,YR-JUL,C,,
01-Apr-26,21:05,FR1974,Poznan (POZ),POZ,Ryanair,B738,SP-RSU,C,,
01-Apr-26,21:05,N/A,Nottingham (EMA),EMA,DHL,B738,EC-HLN,C,,
01-Apr-26,21:10,FR5563,Glasgow (GLA),GLA,Ryanair,B738,SP-RND,C,,
01-Apr-26,21:19,5X249,Cologne (CGN),CGN,UPS,B763,N391UP,D,,
01-Apr-26,21:35,VY8723,Barcelona (BCN),BCN,Vueling,A20N,EC-NIY,C,,
01-Apr-26,21:50,FR448,Liverpool (LPL),LPL,Ryanair,B38M,EI-IFT,C,,
01-Apr-26,21:50,FR508,Bristol (BRS),BRS,Ryanair,B38M,EI-IKR,C,,
01-Apr-26,22:00,FR292,London (STN),STN,Ryanair,B738,EI-EVT,C,,
01-Apr-26,22:00,5O4394,Paris (CDG),CDG,ASL Airlines,B738,F-HIQB,C,,
01-Apr-26,22:05,FR634,Cardiff (CWL),CWL,Ryanair,B38M,EI-HGY,C,,
01-Apr-26,23:50,FR8115,Nottingham (EMA),EMA,Ryanair,B738,EI-DPN,C,,
01-Apr-26,23:55,H4474,Chisinau (RMO),RMO,HiSky,A320,YR-SKY,C,,
02-Apr-26,00:00,N/A,Nottingham (EMA),EMA,RVL Aviation,BE20,G-REXA,C,,
02-Apr-26,02:20,LH8321,Frankfurt (FRA),FRA,Lufthansa Cargo,A321,D-AEUA,C,,
02-Apr-26,02:30,OJ301,Karlsruhe / Baden-Baden (FKB),FKB,NyxAir,AT75,ES-NTC,B,,
02-Apr-26,03:50,XM359,Maastricht (MST),MST,Zimex Aviation,AT72,HB-AFJ,B,,
02-Apr-26,05:28,5X248,Shannon (SNN),SNN,UPS,B763,N364UP,D,,
02-Apr-26,05:30,TP1327,Lisbon (LIS),LIS,TAP Express,E195,CS-TAX,C,,
02-Apr-26,05:35,N/A,Copenhagen (CPH),CPH,DHL,A306,D-AEAL,C,,
02-Apr-26,05:35,5O4294,Shannon (SNN),SNN,ASL Airlines,B738,F-HIQB,C,,
02-Apr-26,05:45,FR1982,Biarritz (BIQ),BIQ,Ryanair,B38M,EI-IHY,C,,
02-Apr-26,05:45,FR1984,Carcassonne (CCF),CCF,Ryanair,B38M,EI-HGP,C,,
02-Apr-26,05:45,FR4518,Athens (ATH),ATH,Ryanair,B738,9H-QAD,C,,
02-Apr-26,05:45,FR7128,Fuerteventura (FUE),FUE,Ryanair,B38M,EI-ILJ,C,,
02-Apr-26,05:45,FR9456,Bologna (BLQ),BLQ,Ryanair,B38M,EI-HMW,C,,
02-Apr-26,05:45,TK1174,Istanbul (IST),IST,Turkish Airlines,B39M,TC-LYC,C,,
02-Apr-26,05:50,FR7762,Alicante (ALC),ALC,Ryanair,B38M,EI-HMZ,C,,
02-Apr-26,05:55,AF1017,Paris (CDG),CDG,Air France,BCS3,F-HZUK,C,,
02-Apr-26,05:55,EI440,Athens (ATH),ATH,Aer Lingus,A320,EI-DVN,C,,
02-Apr-26,05:55,FR436,Liverpool (LPL),LPL,Ryanair,B738,EI-EVJ,C,,
02-Apr-26,05:55,FR943,Palma de Mallorca (PMI),PMI,Ryanair,B38M,EI-HET,C,,
02-Apr-26,05:55,KL1134,Amsterdam (AMS),AMS,KLM,B738,PH-BXA,C,,
02-Apr-26,06:00,LH983,Frankfurt (FRA),FRA,Lufthansa,A321,D-AIRL,C,,
02-Apr-26,06:10,FR652,Lisbon (LIS),LIS,Ryanair,B738,EI-EBK,C,,
02-Apr-26,06:10,FR808,Edinburgh (EDI),EDI,Ryanair,B738,SP-RKV,C,,
02-Apr-26,06:15,EI450,Naples (NAP),NAP,Aer Lingus,A320,EI-GAM,C,,
02-Apr-26,06:15,EI602,Amsterdam (AMS),AMS,Aer Lingus,A320,EI-EDS,C,,
02-Apr-26,06:15,EI680,Geneva (GVA),GVA,Aer Lingus,A20N,EI-NSA,C,,
02-Apr-26,06:15,EA3400,Donegal (CFN),CFN,Aer Lingus Regional,AT76,EI-GPO,B,,
02-Apr-26,06:15,FR5125,Hamburg (HAM),HAM,Ryanair,B738,9H-QDR,C,,
02-Apr-26,06:20,EI402,Rome (FCO),FCO,Aer Lingus,A320,EI-DEH,C,,
02-Apr-26,06:20,EI592,Madrid (MAD),MAD,Aer Lingus (Retro livery),A320,EI-DVM,C,,
02-Apr-26,06:20,FR6875,Barcelona (BCN),BCN,Ryanair,B738,9H-QAR,C,,
02-Apr-26,06:25,FR94,Gran Canaria (LPA),LPA,Ryanair,B38M,EI-ILC,C,,
02-Apr-26,06:25,FR112,London (LGW),LGW,Ryanair,B738,SP-RKH,C,,
02-Apr-26,06:25,FR3995,Agadir (AGA),AGA,Ryanair,B738,SP-RNS,C,,
02-Apr-26,06:25,FR7030,Faro (FAO),FAO,Ryanair,B38M,EI-HEN,C,,
02-Apr-26,06:30,EI152,London (LHR),LHR,Aer Lingus,A20N,EI-NSB,C,,
02-Apr-26,06:30,EI202,Manchester (MAN),MAN,Aer Lingus,A320,EI-DEP,C,,
02-Apr-26,06:30,EI262,Birmingham (BHX),BHX,Aer Lingus,A320,EI-DEL,C,,
02-Apr-26,06:30,FR30,London (STN),STN,Ryanair,B38M,EI-IFW,C,,
02-Apr-26,06:30,FR1986,Nantes (NTE),NTE,Ryanair,B738,9H-QCF,C,,
02-Apr-26,06:30,FR5568,Rome (FCO),FCO,Ryanair,B738,9H-QAL,C,,
02-Apr-26,06:40,EI332,Berlin (BER),BER,Aer Lingus,A320,EI-DEJ,C,,
02-Apr-26,06:40,EI562,Barcelona (BCN),BCN,Aer Lingus,A20N,EI-NSH,C,,
02-Apr-26,06:40,EA3250,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-HPK,B,,
02-Apr-26,06:40,FR5217,Lublin (LUZ),LUZ,Ryanair,B38M,9H-VUQ,C,,
02-Apr-26,06:40,FR7046,Malaga (AGP),AGP,Ryanair,B738,SP-RND,C,,
02-Apr-26,06:45,EI520,Paris (CDG),CDG,Aer Lingus,A21N,EI-XLR,C,,
02-Apr-26,06:50,EI630,Brussels (BRU),BRU,Aer Lingus,A320,EI-FNJ,C,,
02-Apr-26,06:50,EI692,Dusseldorf (DUS),DUS,Aer Lingus,A320,EI-DES,C,,
02-Apr-26,06:50,EA3220,Glasgow (GLA),GLA,Aer Lingus Regional,AT76,EI-GZV,B,,
02-Apr-26,06:50,FR657,Brussels (BRU),BRU,Ryanair,B738,SP-RSQ,C,,
02-Apr-26,06:50,FR660,Birmingham (BHX),BHX,Ryanair,B38M,EI-IHM,C,,
02-Apr-26,06:50,FR1925,Warsaw (WMI),WMI,Ryanair,B738,SP-RNP,C,,
02-Apr-26,06:55,FR5060,Cagliari (CAG),CAG,Ryanair,B38M,9H-VVJ,C,,
02-Apr-26,07:00,BA4461,London (LCY),LCY,British Airways,E190,G-LCAH,C,,
02-Apr-26,07:00,EI432,Milan (LIN),LIN,Aer Lingus,A320,EI-DEK,C,,
02-Apr-26,07:00,EI650,Frankfurt (FRA),FRA,Aer Lingus,A320,EI-DEI,C,,
02-Apr-26,07:00,EI3300,Southampton (SOU),SOU,Aer Lingus,AT7,,B,,
02-Apr-26,07:00,EI3350,Newcastle (NCL),NCL,Aer Lingus Regional,AT76,EI-HPJ,B,,
02-Apr-26,07:05,FR420,Amsterdam (AMS),AMS,Ryanair,B738,EI-DPP,C,,
02-Apr-26,07:10,EI342,Zurich (ZRH),ZRH,Aer Lingus,A320,EI-DVE,C,,
02-Apr-26,07:10,EA3390,Leeds (LBA),LBA,Aer Lingus Regional,AT76,EI-FAT,B,,
02-Apr-26,07:15,EI352,Munich (MUC),MUC,Aer Lingus,A21N,EI-LRF,C,,
02-Apr-26,07:20,EI580,Malaga (AGP),AGP,Aer Lingus,A21N,EI-LRD,C,,
02-Apr-26,07:20,EA3242,Aberdeen (ABZ),ABZ,Aer Lingus Regional,AT76,EI-GPN,B,,
02-Apr-26,07:20,FR5555,Tenerife (TFS),TFS,Ryanair,B38M,EI-IJD,C,,
02-Apr-26,07:25,EI642,Prague (PRG),PRG,Aer Lingus,A320,EI-DVH,C,,
02-Apr-26,07:25,FR504,Bristol (BRS),BRS,Ryanair,B738,9H-QBD,C,,
02-Apr-26,07:30,EI154,London (LHR),LHR,Aer Lingus,A20N,EI-NSE,C,,
02-Apr-26,07:30,EI492,Faro (FAO),FAO,Aer Lingus,A320,EI-DVI,C,,
02-Apr-26,07:30,EI776,Lanzarote (ACE),ACE,Aer Lingus,A320,EI-GAL,C,,
02-Apr-26,07:30,EI3320,Manchester (MAN),MAN,Aer Lingus,AT7,,B,,
02-Apr-26,07:30,FR152,Leeds (LBA),LBA,Ryanair,B738,9H-QAT,C,,
02-Apr-26,07:30,FR558,Manchester (MAN),MAN,Ryanair,B738,EI-DLX,C,,
02-Apr-26,07:30,N/A,Manchester (MAN),MAN,Aer Lingus Regional,AT76,EI-HDK,B,,
02-Apr-26,07:35,EI476,Dubrovnik (DBV),DBV,Aer Lingus,A320,EI-EDP,C,,
02-Apr-26,07:40,EI422,Venice (VCE),VCE,Aer Lingus,A320,EI-DVK,C,,
02-Apr-26,07:40,EI482,Lisbon (LIS),LIS,Aer Lingus,A320,EI-DEM,C,,
02-Apr-26,07:40,FR276,Glasgow (GLA),GLA,Ryanair,B738,SP-RKD,C,,
02-Apr-26,07:45,FR332,London (LTN),LTN,Ryanair,B38M,9H-VUZ,C,,
02-Apr-26,07:45,FR3669,Berlin (BER),BER,Ryanair,B738,9H-QBF,C,,
02-Apr-26,07:50,EI3550,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-HNA,B,,
02-Apr-26,07:50,FR114,London (LGW),LGW,Ryanair,B738,SP-RKM,C,,
02-Apr-26,07:50,N/A,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-HNA,B,,
02-Apr-26,07:55,FR22,Paris (BVA),BVA,Ryanair,B38M,EI-IGO,C,,
02-Apr-26,07:55,FR5910,Lanzarote (ACE),ACE,Ryanair,B38M,EI-IHC,C,,
02-Apr-26,08:00,FR10,Madrid (MAD),MAD,Ryanair,B738,9H-QBB,C,,
02-Apr-26,08:05,FR7663,Poznan (POZ),POZ,Ryanair,B738,SP-RSB,C,,
02-Apr-26,08:10,BY1486,Lanzarote (ACE),ACE,TUI,B738,G-FDZZ,C,,
02-Apr-26,08:15,FR5021,Pisa (PSA),PSA,Ryanair,B38M,EI-ILN,C,,
02-Apr-26,08:25,FR1023,Budapest (BUD),BUD,Ryanair,B738,SP-RSC,C,,
02-Apr-26,08:25,FR7008,Vienna (VIE),VIE,Lauda Europe,A320,9H-LOU,C,,
02-Apr-26,08:30,FR272,London (STN),STN,Ryanair,B38M,EI-IHP,C,,
02-Apr-26,08:34,FX5050,Indianapolis (IND),IND,FedEx,B763,N125FE,D,,
02-Apr-26,08:35,BA825,London (LHR),LHR,British Airways,A20N,G-TTSD,C,,
02-Apr-26,08:40,EI156,London (LHR),LHR,Aer Lingus,A20N,EI-NSD,C,,
02-Apr-26,08:40,FR437,Reus (REU),REU,Ryanair,B738,EI-EVJ,C,,
02-Apr-26,08:40,LX403,Zurich (ZRH),ZRH,airBaltic,BCS3,YL-BTB,C,,
02-Apr-26,08:45,BA4463,London (LCY),LCY,British Airways,E190,G-LCYL,C,,
02-Apr-26,08:45,FR261,Alicante (ALC),ALC,Ryanair,B738,9H-QAY,C,,
02-Apr-26,08:50,LH977,Frankfurt (FRA),FRA,Lufthansa,A319,D-AIBC,C,,
02-Apr-26,08:50,UA311,Washington (IAD),IAD,United Airlines,B752,N14106,D,,
02-Apr-26,08:55,FR3880,Dubrovnik (DBV),DBV,Ryanair,B738,SP-RKN,C,,
02-Apr-26,08:55,KL1136,Amsterdam (AMS),AMS,KLM,E295,PH-NXU,C,,
02-Apr-26,09:10,FR116,London (LGW),LGW,Ryanair,B738,EI-EBF,C,,
02-Apr-26,09:10,FR812,Edinburgh (EDI),EDI,Ryanair,B38M,EI-IFW,C,,
02-Apr-26,09:15,AF1617,Paris (CDG),CDG,Air France,BCS3,F-HZUV,C,,
02-Apr-26,09:15,QR20,Doha (DOH),DOH,Qatar Airways,B789,A7-BHO,E,,
02-Apr-26,09:20,FR611,Kerry (KIR),KIR,Ryanair,B38M,EI-HGY,C,,
02-Apr-26,09:25,EA3554,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-GPO,B,,
02-Apr-26,09:25,FR6126,Milan (BGY),BGY,Ryanair,B738,SP-RKV,C,,
02-Apr-26,09:30,AA133,Dallas (DFW),DFW,American Airlines,B788,N882BL,E,,
02-Apr-26,09:30,UA22,New York (EWR),EWR,United Airlines,B772,N78003,E,,
02-Apr-26,09:35,FR7044,Malaga (AGP),AGP,Ryanair,B738,EI-DWP,C,,
02-Apr-26,09:40,AY1382,Helsinki (HEL),HEL,Jettime,B738,OY-JYC,C,,
02-Apr-26,09:40,EI158,London (LHR),LHR,Aer Lingus,A20N,EI-NSG,C,,
02-Apr-26,09:45,EI204,Manchester (MAN),MAN,Aer Lingus,A21N,EI-XLW,C,,
02-Apr-26,09:45,EI524,Paris (CDG),CDG,Aer Lingus,A21N,EI-XLV,C,,
02-Apr-26,09:50,AC801,Toronto (YYZ),YYZ,Air Canada,B789,C-FNOE,E,,
02-Apr-26,09:50,IB1882,Madrid (MAD),MAD,Iberia Express,A320,EC-KOH,C,,
02-Apr-26,09:50,VY8721,Barcelona (BCN),BCN,Vueling,A320,EC-MER,C,,
02-Apr-26,09:55,EI504,Bordeaux (BOD),BOD,Aer Lingus,A320,EI-DEP,C,,
02-Apr-26,09:55,EI604,Amsterdam (AMS),AMS,Aer Lingus,A21N,EI-XLU,C,,
02-Apr-26,10:00,DL259,Minneapolis (MSP),MSP,Delta Air Lines,A333,N810NW,E,,
02-Apr-26,10:00,EI392,Hamburg (HAM),HAM,Aer Lingus,A320,EI-DEL,C,,
02-Apr-26,10:05,FR364,Funchal (FNC),FNC,Ryanair,B38M,EI-IKN,C,,
02-Apr-26,10:15,FR288,London (STN),STN,Ryanair,B38M,EI-HGP,C,,
02-Apr-26,10:20,EA3222,Glasgow (GLA),GLA,Aer Lingus Regional,AT76,EI-GZV,B,,
02-Apr-26,10:20,EA3252,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-FAT,B,,
02-Apr-26,10:20,EI3322,Manchester (MAN),MAN,Aer Lingus,AT7,,B,,
02-Apr-26,10:20,FR562,Manchester (MAN),MAN,Ryanair,B738,EI-DLX,C,,
02-Apr-26,10:20,FR7032,Faro (FAO),FAO,Ryanair,B38M,EI-IHM,C,,
02-Apr-26,10:20,N/A,Manchester (MAN),MAN,Aer Lingus Regional,AT76,EI-HPK,B,,
02-Apr-26,10:30,BA827,London (LHR),LHR,British Airways,A320,G-EUUC,C,,
02-Apr-26,10:30,EI404,Rome (FCO),FCO,Aer Lingus,A320,EI-DVG,C,,
02-Apr-26,10:30,FR662,Birmingham (BHX),BHX,Ryanair,B738,9H-QCF,C,,
02-Apr-26,10:30,FR831,Venice (VCE),VCE,Ryanair,B738,SP-RKD,C,,
02-Apr-26,10:35,FR442,Liverpool (LPL),LPL,Ryanair,B738,EI-GSK,C,,
02-Apr-26,10:40,LH2517,Munich (MUC),MUC,Lufthansa,A321,D-AIRS,C,,
02-Apr-26,10:40,TK1976,Istanbul (IST),IST,Turkish Airlines,A21N,TC-LSM,C,,
02-Apr-26,10:45,FR5131,Basel (BSL),BSL,Ryanair,B738,SP-RKH,C,,
02-Apr-26,10:45,N/A,Southampton (SOU),SOU,Aer Lingus Regional,AT76,EI-HPJ,B,,
02-Apr-26,10:55,FR536,Nottingham (EMA),EMA,Ryanair,B38M,EI-ILA,C,,
02-Apr-26,10:55,FR3006,Amsterdam (AMS),AMS,Ryanair,B738,9H-QBD,C,,
02-Apr-26,11:00,DL177,Atlanta (ATL),ATL,Delta Air Lines,B764,N825MH,D,,
02-Apr-26,11:00,EI544,Nice (NCE),NCE,Aer Lingus,A320,EI-DER,C,,
02-Apr-26,11:00,FR1111,London (LGW),LGW,Ryanair,B38M,EI-IHY,C,,
02-Apr-26,11:05,EA3930,Newquay (NQY),NQY,Aer Lingus Regional,AT76,EI-HDK,B,,
02-Apr-26,11:10,EI105,New York (JFK),JFK,Aer Lingus,A333,EI-DUZ,E,,
02-Apr-26,11:10,EI162,London (LHR),LHR,Aer Lingus,A20N,EI-NSB,C,,
02-Apr-26,11:10,FR7054,Malaga (AGP),AGP,Ryanair,B38M,9H-VUZ,C,,
02-Apr-26,11:10,KL1138,Amsterdam (AMS),AMS,KLM,B738,PH-BXZ,C,,
02-Apr-26,11:10,SK4604,Oslo (OSL),OSL,SAS,32N,,C,,
02-Apr-26,11:15,BA4465,London (LCY),LCY,British Airways,E190,G-LCAH,C,,
02-Apr-26,11:20,EA3266,Birmingham (BHX),BHX,Aer Lingus Regional,AT76,EI-GPN,B,,
02-Apr-26,11:20,FR337,London (LTN),LTN,Ryanair,B738,9H-QDR,C,,
02-Apr-26,11:25,FR632,Copenhagen (CPH),CPH,Ryanair,B738,EI-DPP,C,,
02-Apr-26,11:30,EI3192,Liverpool (LPL),LPL,Aer Lingus Regional,AT76,EI-HNA,B,,
02-Apr-26,11:30,EA3226,Glasgow (GLA),GLA,Aer Lingus Regional,AT76,EI-GZV,B,,
02-Apr-26,11:30,FR202,London (STN),STN,Ryanair,B738,SP-RSQ,C,,
02-Apr-26,11:30,WS35,Toronto (YYZ),YYZ,WestJet,B38M,C-GRAG,C,,
02-Apr-26,11:35,EI123,Chicago (ORD),ORD,Aer Lingus,A333,EI-EIL,E,,
02-Apr-26,11:35,FR7034,Faro (FAO),FAO,Ryanair,B738,SP-RKM,C,,
02-Apr-26,11:35,UA981,Chicago (ORD),ORD,United Airlines,B788,N26906,E,,
02-Apr-26,11:40,EA3254,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-GPP,B,,
02-Apr-26,11:40,SK536,Stockholm (ARN),ARN,SAS,A20N,EI-SCE,C,,
02-Apr-26,11:45,AA725,Charlotte (CLT),CLT,American Airlines,B772,N776AN,E,,
02-Apr-26,12:00,EI164,London (LHR),LHR,Aer Lingus,A20N,EI-NSE,C,,
02-Apr-26,12:00,GR687,Guernsey (GCI),GCI,Titan Airways,E190,G-POWX,C,,
02-Apr-26,12:00,HU752,Beijing (PEK),PEK,Hainan Airlines,A333,B-1021,E,,
02-Apr-26,12:05,LM52,Aberdeen (ABZ),ABZ,Loganair,AT76,G-LMTE,B,,
02-Apr-26,12:20,FR9319,Trieste (TRS),TRS,Ryanair,B38M,EI-HET,C,,
02-Apr-26,12:25,LH979,Frankfurt (FRA),FRA,Lufthansa,A321,D-AIRO,C,,
02-Apr-26,12:25,N/A,Fes (FEZ),FEZ,Ryanair,CL35,M-ABTE,C,,
02-Apr-26,12:30,EI160,London (LHR),LHR,Aer Lingus,A20N,EI-NSA,C,,
02-Apr-26,12:30,UA229,Washington (IAD),IAD,United Airlines,B752,N13113,D,,
02-Apr-26,12:30,XQ533,Antalya (AYT),AYT,SunExpress,B38M,TC-SMI,C,,
02-Apr-26,12:35,EI117,Washington (IAD),IAD,Aer Lingus,A21N,EI-LRE,C,,
02-Apr-26,12:35,FR9611,Rome (FCO),FCO,Ryanair,B38M,EI-HMW,C,,
02-Apr-26,12:40,AA723,Philadelphia (PHL),PHL,American Airlines,B788,N812AA,E,,
02-Apr-26,12:40,FR118,London (LGW),LGW,United Arab Emirates - Air Force,PC21,948,C,,
02-Apr-26,12:40,SK538,Copenhagen (CPH),CPH,SAS,A20N,EI-SCH,C,,
02-Apr-26,12:40,N/A,London (LGW),LGW,Ryanair,B738,9H-QCF,C,,
02-Apr-26,12:45,EI133,Boston (BOS),BOS,Aer Lingus,A21N,EI-LRA,C,,
02-Apr-26,12:45,EI208,Manchester (MAN),MAN,Aer Lingus,A320,EI-DEJ,C,,
02-Apr-26,12:50,EI61,San Francisco (SFO),SFO,Aer Lingus,A333,EI-GCF,E,,
02-Apr-26,12:50,EI552,Lyon (LYS),LYS,Aer Lingus,A320,EI-DES,C,,
02-Apr-26,12:50,WF373,Bergen (BGO),BGO,Wideroe,E290,LN-WEA,C,,
02-Apr-26,12:55,QR18,Doha (DOH),DOH,Qatar Airways,B789,A7-BHK,E,,
02-Apr-26,13:00,BA829,London (LHR),LHR,British Airways,A21N,G-NEOP,C,,
02-Apr-26,13:00,EI526,Paris (CDG),CDG,Aer Lingus,A320,EI-DEI,C,,
